date_surveyed,user_id,state,municipio,hour_wait
2020-10-14 17:20:51.567 UTC,5933464090312704,Distrito Capital,Libertador,9
2020-10-14 17:14:56.380 UTC,6550952870412288,Miranda,Chacao,4
2020-10-14 17:08:14.180 UTC,5599749334106112,Miranda,Guaicaipuro,1
2020-10-14 17:05:44.320 UTC,6603659742019584,Miranda,Guaicaipuro,1
2020-10-14 17:03:45.693 UTC,6275059595608064,Miranda,Guaicaipuro,1
2020-10-14 16:42:28.945 UTC,5112863426609152,Miranda,Baruta,6
2020-10-14 16:42:11.456 UTC,6209591995269120,Miranda,Guaicaipuro,7
2020-10-14 16:36:28.200 UTC,6181676990595072,Táchira,San Cristóbal,48
2020-10-14 16:31:59.612 UTC,6566201691471872,Miranda,Cristóbal Rojas,8
2020-10-14 15:57:26.841 UTC,6139086860713984,Distrito Capital,Libertador,1
2020-10-14 15:50:10.273 UTC,4868596074545152,Zulia,Cabimas,4
2020-10-14 15:46:41.721 UTC,6472666305527808,Miranda,Guaicaipuro,12
2020-10-14 15:44:19.541 UTC,6706241828552704,Distrito Capital,Libertador,12
2020-10-14 15:41:32.130 UTC,6256285817241600,Miranda,Guaicaipuro,6
2020-10-14 15:35:21.019 UTC,6659977068675072,Distrito Capital,Libertador,11
2020-10-14 15:25:14.176 UTC,5733983945490432,Zulia,Mara,12
2020-10-14 15:17:58.717 UTC,5598474063577088,Zulia,Maracaibo,18
2020-10-14 15:16:40.862 UTC,5585065555263488,Distrito Capital,Libertador,72
2020-10-14 15:04:25.643 UTC,4827034182483968,Distrito Capital,Libertador,3
2020-10-14 15:03:40.588 UTC,6480176688136192,Distrito Capital,Libertador,9
2020-10-14 15:03:01.310 UTC,6586293653078016,Distrito Capital,Libertador,9
2020-10-14 15:01:57.630 UTC,6002361274466304,Distrito Capital,Libertador,8
2020-10-14 15:01:02.519 UTC,5518068009926656,Distrito Capital,Libertador,3
2020-10-14 14:54:13.817 UTC,5722874540457984,Miranda,Guaicaipuro,12
2020-10-14 14:49:51.446 UTC,6201387903090688,Distrito Capital,Libertador,5
2020-10-14 14:49:36.438 UTC,5211923470876672,Distrito Capital,Libertador,2
2020-10-14 14:42:26.403 UTC,6366785899331584,Distrito Capital,Libertador,20
2020-10-14 14:41:03.724 UTC,6075669063925760,Distrito Capital,Libertador,18
2020-10-14 14:29:55.561 UTC,6021786540179456,Miranda,Guaicaipuro,6
2020-10-14 14:27:29.843 UTC,5342124906381312,Táchira,Cárdenas,5
2020-10-14 14:25:05.788 UTC,4634200512135168,Distrito Capital,Libertador,5
2020-10-14 14:24:54.683 UTC,5788200396652544,Miranda,Guaicaipuro,22
2020-10-14 14:22:00.415 UTC,6374679382065152,Miranda,Guaicaipuro,4
2020-10-14 14:18:45.129 UTC,6001144530993152,Miranda,Guaicaipuro,5
2020-10-14 14:18:06.924 UTC,4928829675536384,Miranda,Guaicaipuro,5
2020-10-14 14:11:27.083 UTC,5939235086663680,Zulia,Maracaibo,4
2020-10-14 14:10:40.570 UTC,5672243785891840,Miranda,Guaicaipuro,9
2020-10-14 14:06:32.070 UTC,5630548346404864,Miranda,Guaicaipuro,3
2020-10-14 14:05:42.803 UTC,5359248212492288,Miranda,Zamora,4
2020-10-14 13:57:25.634 UTC,4555607021715456,Miranda,Guaicaipuro,1
2020-10-14 13:56:50.063 UTC,4571397641994240,Miranda,Carrizal,1
2020-10-14 13:54:27.849 UTC,6001590995779584,Táchira,Cárdenas,6
2020-10-14 13:51:29.134 UTC,5756899288154112,Miranda,Carrizal,0.3
2020-10-14 13:48:52.337 UTC,5900971319754752,Miranda,Carrizal,1
2020-10-14 13:48:13.486 UTC,6612090937933824,Zulia,Maracaibo,24
2020-10-14 13:41:46.287 UTC,6517250751725568,Miranda,Guaicaipuro,2
2020-10-14 13:40:45.210 UTC,6118787106471936,Miranda,Guaicaipuro,18
2020-10-14 13:35:41.806 UTC,6319200531906560,Miranda,Guaicaipuro,6
2020-10-14 13:35:31.600 UTC,5150973212491776,Miranda,Guaicaipuro,4
2020-10-14 13:34:23.594 UTC,5636699742273536,Miranda,Guaicaipuro,2
2020-10-14 13:28:45.718 UTC,5728382864326656,Miranda,Guaicaipuro,0
2020-10-14 13:24:29.239 UTC,6115690193092608,Zulia,Maracaibo,9
2020-10-14 13:04:33.188 UTC,6330030028226560,Distrito Capital,Libertador,4
2020-10-14 13:00:19.901 UTC,6068667072643072,Miranda,Guaicaipuro,6
2020-10-14 13:00:03.904 UTC,4660674520678400,Miranda,Guaicaipuro,5
2020-10-14 12:51:57.985 UTC,4772558245724160,Miranda,Guaicaipuro,4
2020-10-14 12:51:29.706 UTC,6266630612189184,Zulia,Maracaibo,4
2020-10-14 12:50:31.656 UTC,4652215630561280,Táchira,San Cristóbal,2
2020-10-14 12:38:58.770 UTC,5034086066814976,Miranda,Chacao,6
2020-10-14 12:26:27.812 UTC,6560016378626048,Distrito Capital,Libertador,0
2020-10-14 12:02:11.812 UTC,6672412586541056,Miranda,Guaicaipuro,3
2020-10-14 11:38:57.375 UTC,6138886305873920,Zulia,Simón Bolívar,6
2020-10-14 11:24:10.927 UTC,5480351171870720,Miranda,Baruta,6
2020-10-14 11:16:29.195 UTC,6397547112562688,Distrito Capital,Libertador,4
2020-10-14 11:06:34.051 UTC,6276470491316224,Táchira,Guasimos,48
2020-10-14 10:54:31.241 UTC,6002418525929472,Miranda,Guaicaipuro,5
2020-10-14 10:53:16.780 UTC,6722563904897024,Distrito Capital,Libertador,16
2020-10-14 10:53:08.724 UTC,6678200693555200,Miranda,Guaicaipuro,4
2020-10-14 10:52:09.336 UTC,6201925799772160,Miranda,Guaicaipuro,2
2020-10-14 10:50:39.353 UTC,6315716867522560,Miranda,Guaicaipuro,3
2020-10-14 10:28:32.881 UTC,6437918271340544,Miranda,Carrizal,2
2020-10-14 10:19:31.253 UTC,4957897370107904,Táchira,Cárdenas,8
2020-10-13 19:50:33.110 UTC,5714967692574720,Distrito Capital,Libertador,3
2020-10-13 18:36:49.550 UTC,4744304829661184,Distrito Capital,Libertador,1
2020-10-13 16:51:27.844 UTC,6560016378626048,Distrito Capital,Libertador,0
2020-10-13 16:18:15.315 UTC,5712098442346496,Zulia,Maracaibo,10
2020-10-13 15:41:16.757 UTC,6275953000448000,Miranda,Carrizal,8
2020-10-13 15:24:10.495 UTC,4957897370107904,Táchira,Cárdenas,8
2020-10-13 15:19:26.657 UTC,6042833908924416,Zulia,Maracaibo,6
2020-10-13 15:19:19.632 UTC,5090726063112192,Zulia,Maracaibo,12
2020-10-13 13:52:16.135 UTC,5881015317299200,Táchira,Guasimos,9
2020-10-13 12:42:21.837 UTC,5753427135561728,Zulia,Maracaibo,18
2020-10-12 22:28:45.465 UTC,6524145274978304,Zulia,Maracaibo,10
2020-10-12 21:36:35.122 UTC,4762255471673344,Distrito Capital,Libertador,2
2020-10-12 18:14:36.462 UTC,5211923470876672,Distrito Capital,Libertador,4
2020-10-12 17:26:43.151 UTC,5396876380864512,Miranda,Baruta,4
2020-10-12 16:34:56.097 UTC,6446867203489792,Táchira,San Cristóbal,10
2020-10-12 16:32:04.869 UTC,4514407737720832,Táchira,San Cristóbal,9
2020-10-12 16:23:40.936 UTC,5390705391828992,Distrito Capital,Libertador,6
2020-10-12 16:12:50.704 UTC,6107576256692224,Táchira,San Cristóbal,6
2020-10-12 15:08:20.721 UTC,6733790513987584,Táchira,San Cristóbal,8
2020-10-12 14:59:34.529 UTC,5070572045467648,Zulia,Maracaibo,150
2020-10-11 21:58:44.531 UTC,4547102706499584,Táchira,Cárdenas,24
2020-10-11 21:40:03.671 UTC,5307960676319232,Miranda,Carrizal,2
2020-10-11 21:00:49.084 UTC,5427730625069056,Miranda,Chacao,2
2020-10-11 18:27:02.246 UTC,4685860065247232,Distrito Capital,Libertador,6
2020-10-11 18:11:43.205 UTC,6273836005195776,Miranda,Chacao,5
2020-10-11 14:36:54.249 UTC,5358066425397248,Distrito Capital,Libertador,18
2020-10-11 14:30:12.529 UTC,6729783779262464,Zulia,Maracaibo,15
2020-10-11 14:22:16.678 UTC,4892940731154432,Táchira,San Cristóbal,32
2020-10-11 14:19:34.371 UTC,6309256048934912,Distrito Capital,Libertador,2
2020-10-11 14:18:54.392 UTC,6215603213303808,Distrito Capital,Libertador,2
2020-10-11 13:12:00.949 UTC,6547295081594880,Miranda,Guaicaipuro,3
2020-10-11 12:33:52.932 UTC,5621812307427328,Zulia,Maracaibo,24
2020-10-11 10:20:46.894 UTC,6589511974780928,Miranda,Guaicaipuro,5
2020-10-11 00:47:17.279 UTC,4772558245724160,Miranda,Guaicaipuro,6
2020-10-11 00:21:17.458 UTC,6001144530993152,Miranda,Guaicaipuro,4
2020-10-10 23:04:37.838 UTC,5905870596079616,Miranda,Guaicaipuro,1
2020-10-10 20:24:57.025 UTC,6181676990595072,Táchira,San Cristóbal,24
2020-10-10 18:51:04.672 UTC,4925561962233856,Zulia,Cabimas,18
2020-10-10 18:50:52.359 UTC,5722920065433600,Miranda,Baruta,5
2020-10-10 18:41:55.582 UTC,4663604645462016,Miranda,Carrizal,2
2020-10-10 18:25:27.400 UTC,6672412586541056,Miranda,Guaicaipuro,3
2020-10-10 18:13:59.787 UTC,4663604645462016,Miranda,Carrizal,4
2020-10-10 17:57:07.856 UTC,4945943385604096,Zulia,Maracaibo,24
2020-10-10 17:34:56.402 UTC,5788398284963840,Miranda,Guaicaipuro,4
2020-10-10 17:29:32.047 UTC,5830666537140224,Miranda,Carrizal,1
2020-10-10 17:14:43.116 UTC,4733525250539520,Miranda,Baruta,2
2020-10-10 17:12:59.434 UTC,5658343308001280,Distrito Capital,Libertador,4
2020-10-10 17:12:01.380 UTC,5858342343278592,Distrito Capital,Libertador,3
2020-10-10 16:42:05.336 UTC,5625019255488512,Zulia,Maracaibo,12
2020-10-10 16:41:20.049 UTC,5813691657748480,Miranda,Lander,24
2020-10-10 15:55:31.237 UTC,6179527989395456,Miranda,Guaicaipuro,5
2020-10-10 15:49:48.522 UTC,5051905798832128,Miranda,Lander,8
2020-10-10 15:49:08.927 UTC,5733983945490432,Zulia,Maracaibo,18
2020-10-10 15:45:11.605 UTC,4799369484435456,Miranda,Guaicaipuro,12
2020-10-10 15:32:25.841 UTC,6440463122038784,Táchira,Guasimos,10
2020-10-10 15:10:33.325 UTC,4811969655209984,Distrito Capital,Libertador,3
2020-10-10 14:14:26.170 UTC,5424024382603264,Miranda,Baruta,12
2020-10-10 14:09:52.917 UTC,5816820229734400,Miranda,Guaicaipuro,4
2020-10-10 13:40:18.077 UTC,5657696295976960,Miranda,Zamora,3
2020-10-10 13:32:50.510 UTC,6462487454285824,Zulia,Lagunillas,10
2020-10-10 13:24:03.754 UTC,5698395815804928,Miranda,Chacao,4
2020-10-10 13:17:01.611 UTC,6747305982558208,Miranda,Guaicaipuro,3
2020-10-10 13:15:41.963 UTC,5168135180386304,Zulia,Maracaibo,12
2020-10-10 13:08:09.414 UTC,6563718336348160,Táchira,Cárdenas,7
2020-10-10 12:26:33.033 UTC,4966100841529344,Zulia,Maracaibo,3
2020-10-10 12:20:13.843 UTC,5792515721003008,Táchira,San Cristóbal,2
2020-10-10 12:08:52.303 UTC,4631091942260736,Miranda,Guaicaipuro,30
2020-10-10 11:11:56.623 UTC,5319863238393856,Zulia,Maracaibo,5
2020-10-10 11:06:52.136 UTC,5401858136866816,Táchira,Guasimos,80
2020-10-09 22:30:48.812 UTC,4915618332803072,Táchira,Cárdenas,12
2020-10-09 21:41:48.314 UTC,6613227636523008,Miranda,Baruta,1
2020-10-09 21:38:00.359 UTC,6613227636523008,Miranda,Baruta,1
2020-10-09 21:34:36.016 UTC,6453581420167168,Miranda,Plaza,20
2020-10-09 20:00:32.251 UTC,6356196858003456,Zulia,Maracaibo,8
2020-10-09 19:50:05.977 UTC,5754531626876928,Miranda,Baruta,10
2020-10-09 19:33:37.084 UTC,5793930370351104,Táchira,San Cristóbal,6
2020-10-09 19:18:05.920 UTC,5940606283546624,Miranda,Zamora,12
2020-10-09 18:19:05.159 UTC,5235884095176704,Miranda,Carrizal,10
2020-10-09 18:03:09.622 UTC,6257416119517184,Distrito Capital,Libertador,6
2020-10-09 18:01:36.186 UTC,6257416119517184,Distrito Capital,Libertador,6
2020-10-09 17:42:29.349 UTC,4634200512135168,Distrito Capital,Libertador,5
2020-10-09 17:07:39.350 UTC,5749685697642496,Miranda,Baruta,0.2
2020-10-09 15:46:38.677 UTC,5235884095176704,Distrito Capital,Libertador,1
2020-10-09 15:40:32.529 UTC,5068198363267072,Táchira,San Cristóbal,8
2020-10-09 15:32:58.116 UTC,4534538207494144,Miranda,Carrizal,16
2020-10-09 14:52:42.482 UTC,6021786540179456,Miranda,Plaza,6
2020-10-09 13:57:03.369 UTC,5208310198304768,Distrito Capital,Libertador,3
2020-10-09 13:47:00.775 UTC,5788149550153728,Zulia,Cabimas,8
2020-10-09 13:46:29.637 UTC,5630548346404864,Miranda,Guaicaipuro,6
2020-10-09 13:00:17.373 UTC,5939235086663680,Zulia,Maracaibo,3
2020-10-09 11:58:06.458 UTC,6293453415645184,Distrito Capital,Libertador,3
2020-10-09 11:06:58.492 UTC,5526218641506304,Zulia,Maracaibo,48
2020-10-09 10:47:24.928 UTC,6472666305527808,Miranda,Guaicaipuro,27
2020-10-09 00:03:21.791 UTC,5585065555263488,Distrito Capital,Libertador,72
2020-10-08 22:16:51.010 UTC,5071261672931328,Zulia,Maracaibo,48
2020-10-08 21:17:09.055 UTC,6480514707357696,Distrito Capital,Libertador,0
2020-10-08 20:58:59.336 UTC,5741310959157248,Miranda,Guaicaipuro,6
2020-10-08 20:58:08.937 UTC,4835296144523264,Distrito Capital,Libertador,4
2020-10-08 20:49:53.214 UTC,6185682495602688,Distrito Capital,Libertador,3
2020-10-08 20:33:08.504 UTC,5150973212491776,Miranda,Guaicaipuro,6
2020-10-08 20:26:22.376 UTC,4559013564121088,Distrito Capital,Libertador,39
2020-10-08 20:24:24.762 UTC,6222733067681792,Miranda,Guaicaipuro,7
2020-10-08 19:58:45.656 UTC,4834863308079104,Miranda,Guaicaipuro,5
2020-10-08 19:30:27.206 UTC,6388596737310720,Distrito Capital,Libertador,11
2020-10-08 19:23:12.175 UTC,6606051706667008,Distrito Capital,Libertador,2
2020-10-08 19:03:00.352 UTC,5661969237934080,Miranda,Carrizal,2
2020-10-08 18:33:18.487 UTC,5190519945953280,Distrito Capital,Libertador,6
2020-10-08 17:13:35.863 UTC,6706241828552704,Distrito Capital,Libertador,12
2020-10-08 16:55:56.671 UTC,5395758899789824,Zulia,Maracaibo,12
2020-10-08 16:44:26.707 UTC,5235540256882688,Distrito Capital,Libertador,3
2020-10-08 16:16:01.232 UTC,5722874540457984,Miranda,Guaicaipuro,38
2020-10-08 16:13:31.231 UTC,6690300048703488,Distrito Capital,Libertador,6
2020-10-08 15:59:24.558 UTC,6209591995269120,Miranda,Guaicaipuro,4
2020-10-08 15:19:57.161 UTC,5338707457736704,Táchira,San Cristóbal,6
2020-10-08 14:45:00.684 UTC,6054951597113344,Zulia,Maracaibo,8
2020-10-08 14:37:47.421 UTC,4923223971463168,Zulia,Maracaibo,6
2020-10-08 14:07:39.300 UTC,5704133757108224,Miranda,Baruta,6
2020-10-08 13:56:43.209 UTC,6206042876674048,Miranda,Guaicaipuro,6
2020-10-08 13:23:19.733 UTC,6122434626584576,Miranda,Guaicaipuro,4
2020-10-08 13:22:31.213 UTC,5995113392111616,Miranda,Guaicaipuro,2
2020-10-08 12:55:28.539 UTC,5988335690711040,Distrito Capital,Libertador,6
2020-10-08 12:45:25.570 UTC,6159427255402496,Zulia,Lagunillas,100
2020-10-08 12:40:48.831 UTC,6048556860571648,Zulia,Maracaibo,8
2020-10-08 11:22:56.348 UTC,6622789959155712,Distrito Capital,Libertador,5
2020-10-08 11:21:56.673 UTC,6622789959155712,Distrito Capital,Libertador,5
2020-10-08 11:12:16.898 UTC,5236776634679296,Distrito Capital,Libertador,2
2020-10-08 11:08:30.744 UTC,5480351171870720,Miranda,Baruta,6
2020-10-08 10:58:29.907 UTC,6722563904897024,Miranda,Baruta,32
2020-10-08 10:56:48.276 UTC,6722563904897024,Distrito Capital,Libertador,2
2020-10-08 10:26:53.235 UTC,6437918271340544,Miranda,Carrizal,1
2020-10-07 22:43:51.735 UTC,5342124906381312,Táchira,Cárdenas,5
2020-10-07 22:26:15.520 UTC,6021786540179456,Miranda,Guaicaipuro,6
2020-10-07 22:16:04.643 UTC,5911396560666624,Distrito Capital,Libertador,2
2020-10-07 21:56:53.231 UTC,4652215630561280,Táchira,Cárdenas,2
2020-10-07 21:55:24.257 UTC,6002418525929472,Miranda,Guaicaipuro,4
2020-10-07 21:46:30.152 UTC,4772558245724160,Miranda,Guaicaipuro,6
2020-10-07 21:46:21.220 UTC,5480351171870720,Miranda,Baruta,6
2020-10-07 21:44:50.537 UTC,6737408078905344,Distrito Capital,Libertador,4
2020-10-07 21:29:40.192 UTC,6309256048934912,Distrito Capital,Libertador,2
2020-10-07 21:29:03.242 UTC,6215603213303808,Distrito Capital,Libertador,2
2020-10-07 20:58:45.091 UTC,4733886109581312,Distrito Capital,Libertador,1
2020-10-07 20:58:15.833 UTC,5425690080182272,Táchira,Cárdenas,3
2020-10-07 20:44:04.721 UTC,5359248212492288,Miranda,Zamora,5
2020-10-07 20:33:04.668 UTC,5227588691165184,Distrito Capital,Libertador,8
2020-10-07 20:31:17.822 UTC,5606687786663936,Táchira,Cárdenas,12
2020-10-07 20:15:09.482 UTC,5933464090312704,Distrito Capital,Libertador,10
2020-10-07 20:12:26.888 UTC,4949382245122048,Táchira,Cárdenas,12
2020-10-07 20:12:21.126 UTC,5227588691165184,Miranda,Baruta,8
2020-10-07 20:04:45.312 UTC,5687971731996672,Miranda,Guaicaipuro,2
2020-10-07 19:36:41.109 UTC,6577187285630976,Distrito Capital,Libertador,2
2020-10-07 19:15:00.470 UTC,6612090937933824,Zulia,Maracaibo,24
2020-10-07 19:05:28.434 UTC,6209591995269120,Miranda,Guaicaipuro,5
2020-10-07 19:02:50.589 UTC,6603659742019584,Miranda,Guaicaipuro,3
2020-10-07 19:02:12.990 UTC,6672412586541056,Miranda,Guaicaipuro,3
2020-10-07 19:00:48.777 UTC,6042266514227200,Distrito Capital,Libertador,8
2020-10-07 18:53:08.389 UTC,6275059595608064,Miranda,Guaicaipuro,1
2020-10-07 18:52:18.297 UTC,5599749334106112,Miranda,Guaicaipuro,2
2020-10-07 18:32:59.024 UTC,5754274632171520,Distrito Capital,Libertador,11
2020-10-07 18:15:57.871 UTC,6659977068675072,Distrito Capital,Libertador,10
2020-10-07 18:15:02.608 UTC,5239548907094016,Distrito Capital,Libertador,11
2020-10-07 18:01:18.407 UTC,6656911790571520,Miranda,Chacao,8
2020-10-07 17:46:29.919 UTC,6550952870412288,Miranda,Chacao,4
2020-10-07 17:24:49.996 UTC,6001590995779584,Táchira,Cárdenas,5
2020-10-07 17:19:55.461 UTC,6139086860713984,Distrito Capital,Libertador,4
2020-10-07 16:54:42.263 UTC,4827034182483968,Distrito Capital,Libertador,8
2020-10-07 16:53:53.458 UTC,6480176688136192,Distrito Capital,Libertador,6
2020-10-07 16:53:24.629 UTC,6586293653078016,Distrito Capital,Libertador,6
2020-10-07 16:52:50.772 UTC,4881881079480320,Zulia,Maracaibo,1
2020-10-07 16:52:44.503 UTC,6002361274466304,Distrito Capital,Libertador,6
2020-10-07 16:51:53.546 UTC,5518068009926656,Distrito Capital,Libertador,5
2020-10-07 16:46:28.782 UTC,5843960590237696,Distrito Capital,Libertador,5
2020-10-07 16:35:16.979 UTC,5307174327943168,Miranda,Guaicaipuro,8
2020-10-07 16:27:12.708 UTC,6550952870412288,Miranda,Chacao,4
2020-10-07 16:08:06.205 UTC,4736006066012160,Táchira,Cárdenas,1720
2020-10-07 16:02:15.263 UTC,5749830830784512,Miranda,Guaicaipuro,5
2020-10-07 15:52:04.805 UTC,5518994542428160,Táchira,Cárdenas,7
2020-10-07 15:45:16.926 UTC,5356293935595520,Miranda,Carrizal,12
2020-10-07 15:08:10.241 UTC,5012605556228096,Distrito Capital,Libertador,3
2020-10-07 15:05:14.553 UTC,5598474063577088,Zulia,Maracaibo,9
2020-10-07 15:01:35.447 UTC,5754531626876928,Miranda,Baruta,8
2020-10-07 14:55:45.997 UTC,5525588732542976,Zulia,Maracaibo,5
2020-10-07 14:52:43.861 UTC,4561167113781248,Miranda,Guaicaipuro,1
2020-10-07 14:42:58.811 UTC,4868596074545152,Zulia,Cabimas,8
2020-10-07 14:36:29.311 UTC,6638080825229312,Zulia,Maracaibo,9
2020-10-07 14:33:51.395 UTC,5636699742273536,Miranda,Carrizal,2
2020-10-07 14:27:02.358 UTC,6001144530993152,Miranda,Guaicaipuro,3
2020-10-07 14:26:36.195 UTC,6397547112562688,Distrito Capital,Libertador,7
2020-10-07 14:23:37.471 UTC,4633060680400896,Miranda,Guaicaipuro,1
2020-10-07 14:20:26.389 UTC,5405928052752384,Miranda,Guaicaipuro,4
2020-10-07 14:20:09.481 UTC,6201387903090688,Distrito Capital,Libertador,4
2020-10-07 14:20:02.675 UTC,4961295736766464,Miranda,Guaicaipuro,1
2020-10-07 14:18:30.200 UTC,6162498919596032,Miranda,Guaicaipuro,8
2020-10-07 14:10:07.393 UTC,5544593719558144,Zulia,Maracaibo,20
2020-10-07 13:50:22.911 UTC,5109830658555904,Miranda,Carrizal,2
2020-10-07 13:40:00.810 UTC,6273836005195776,Distrito Capital,Libertador,25
2020-10-07 13:37:16.739 UTC,5788200396652544,Miranda,Guaicaipuro,22
2020-10-07 13:34:46.547 UTC,5672243785891840,Miranda,Guaicaipuro,5
2020-10-07 13:26:58.464 UTC,5265877915402240,Zulia,Cabimas,12
2020-10-07 13:24:27.671 UTC,6138886305873920,Zulia,Simón Bolívar,6
2020-10-07 13:21:11.928 UTC,4555607021715456,Miranda,Guaicaipuro,3
2020-10-07 13:14:08.232 UTC,5905870596079616,Miranda,Guaicaipuro,3
2020-10-07 13:09:58.072 UTC,5282642716262400,Táchira,San Cristóbal,5
2020-10-07 13:05:14.465 UTC,6118787106471936,Miranda,Guaicaipuro,3
2020-10-07 13:03:42.393 UTC,4660674520678400,Miranda,Guaicaipuro,6
2020-10-07 13:03:17.707 UTC,6068667072643072,Miranda,Guaicaipuro,0
2020-10-07 12:54:29.253 UTC,5728382864326656,Miranda,Guaicaipuro,5
2020-10-07 12:53:43.419 UTC,4952689344774144,Zulia,Lagunillas,24
2020-10-07 12:52:28.704 UTC,6517250751725568,Miranda,Guaicaipuro,3
2020-10-07 12:51:58.303 UTC,6319200531906560,Miranda,Guaicaipuro,2
2020-10-07 12:50:52.356 UTC,4556419379757056,Zulia,Maracaibo,14
2020-10-07 12:44:44.418 UTC,4856200470724608,Miranda,Guaicaipuro,8
2020-10-07 12:36:58.079 UTC,5378859284824064,Táchira,San Cristóbal,24
2020-10-07 12:20:51.770 UTC,6705812452147200,Distrito Capital,Libertador,2
2020-10-07 12:17:52.631 UTC,5746595057631232,Zulia,Machiques de Perijá,6
2020-10-07 12:15:59.939 UTC,6330030028226560,Distrito Capital,Libertador,2
2020-10-07 12:14:19.671 UTC,4804610934177792,Zulia,Maracaibo,0
2020-10-07 12:07:38.900 UTC,5727082709516288,Táchira,Cárdenas,10
2020-10-07 11:52:57.293 UTC,6256285817241600,Miranda,Guaicaipuro,8
2020-10-07 11:52:30.958 UTC,6374679382065152,Miranda,Guaicaipuro,6
2020-10-07 11:50:32.751 UTC,4928829675536384,Miranda,Guaicaipuro,8
2020-10-07 11:48:11.492 UTC,5566298764607488,Miranda,Baruta,10
2020-10-07 11:44:54.632 UTC,5456321848803328,Zulia,Colón,6
2020-10-07 11:39:07.093 UTC,5344189491707904,Miranda,Guaicaipuro,8
2020-10-07 11:20:55.736 UTC,4519856566435840,Distrito Capital,Libertador,24
2020-10-07 11:20:13.288 UTC,6167396736827392,Distrito Capital,Libertador,4
2020-10-07 11:14:59.217 UTC,6276470491316224,Táchira,Guasimos,48
2020-10-07 10:48:56.350 UTC,6060089233637376,Táchira,Guasimos,32
2020-10-07 10:37:56.178 UTC,6678200693555200,Miranda,Guaicaipuro,4
2020-10-07 10:37:11.672 UTC,6315716867522560,Miranda,Guaicaipuro,3
2020-10-07 10:35:15.572 UTC,6201925799772160,Miranda,Guaicaipuro,4
2020-10-06 21:45:13.354 UTC,4835296144523264,Distrito Capital,Libertador,5
2020-10-06 21:41:57.363 UTC,6185682495602688,Distrito Capital,Libertador,4
2020-10-06 21:32:47.512 UTC,5910862901805056,Distrito Capital,Libertador,3
2020-10-06 17:48:11.047 UTC,5764826195558400,Zulia,Maracaibo,13
2020-10-06 17:43:43.979 UTC,5203247007793152,Zulia,Lagunillas,2
2020-10-06 17:43:05.182 UTC,5926425447366656,Zulia,Lagunillas,1
2020-10-06 17:14:45.697 UTC,4906765499236352,Táchira,San Cristóbal,8
2020-10-06 17:12:36.578 UTC,6139086860713984,Distrito Capital,Libertador,3
2020-10-06 17:02:48.842 UTC,5621812307427328,Zulia,Maracaibo,6
2020-10-06 15:52:17.427 UTC,6480176688136192,Distrito Capital,Libertador,9
2020-10-06 15:49:39.904 UTC,6586293653078016,Distrito Capital,Libertador,6
2020-10-06 15:43:19.683 UTC,6002361274466304,Distrito Capital,Libertador,5
2020-10-06 15:40:07.006 UTC,5518068009926656,Distrito Capital,Libertador,12
2020-10-06 15:39:07.710 UTC,6690300048703488,Distrito Capital,Libertador,24
2020-10-06 15:27:17.519 UTC,6324909207977984,Táchira,San Cristóbal,72
2020-10-06 14:54:17.992 UTC,4529429083848704,Zulia,Lagunillas,3
2020-10-06 11:44:47.134 UTC,6729783779262464,Zulia,Maracaibo,15
2020-10-06 11:40:20.276 UTC,5612361600991232,Zulia,Maracaibo,10
2020-10-06 00:13:04.140 UTC,5698395815804928,Miranda,Baruta,48
2020-10-05 21:21:27.583 UTC,6273836005195776,Distrito Capital,Libertador,9
2020-10-05 20:39:27.791 UTC,6181676990595072,Táchira,San Cristóbal,24
2020-10-05 20:27:24.469 UTC,6560016378626048,Miranda,Chacao,0
2020-10-05 19:44:58.547 UTC,6729818508099584,Zulia,Lagunillas,15
2020-10-05 19:27:14.383 UTC,6315716867522560,Miranda,Guaicaipuro,1
2020-10-05 19:22:14.932 UTC,6208225289699328,Miranda,Guaicaipuro,24
2020-10-05 18:30:22.615 UTC,5754274632171520,Distrito Capital,Libertador,11
2020-10-05 18:18:49.410 UTC,6547295081594880,Miranda,Guaicaipuro,12
2020-10-05 17:38:32.202 UTC,5507183254175744,Zulia,San Francisco,9
2020-10-05 17:36:23.156 UTC,5996450191507456,Táchira,Guasimos,10
2020-10-05 17:17:44.379 UTC,5741310959157248,Miranda,Guaicaipuro,6
2020-10-05 17:00:39.215 UTC,6437918271340544,Distrito Capital,Libertador,6
2020-10-05 17:00:05.892 UTC,6077541455757312,Miranda,Guaicaipuro,14
2020-10-05 16:58:30.114 UTC,6054365401186304,Zulia,Maracaibo,200
2020-10-05 16:47:54.095 UTC,6728605842800640,Miranda,Cristóbal Rojas,6
2020-10-05 16:31:56.867 UTC,5356293935595520,Miranda,Carrizal,1
2020-10-05 16:09:53.321 UTC,6430808589205504,Táchira,San Cristóbal,6
2020-10-05 16:01:28.489 UTC,5598474063577088,Zulia,Maracaibo,4
2020-10-05 15:23:25.405 UTC,6166668553748480,Distrito Capital,Libertador,9
2020-10-05 14:28:33.356 UTC,5630548346404864,Miranda,Guaicaipuro,12
2020-10-05 12:04:17.143 UTC,5727082709516288,Táchira,Cárdenas,8
2020-10-05 10:55:24.877 UTC,6512267140268032,Zulia,San Francisco,12
2020-10-04 21:12:15.966 UTC,5989816983617536,Miranda,Carrizal,8
